this is a test with speed 1
timestamp,angle(Radians),position(inches),speed(percentage)
21:24:18.831221,3.331806,-19.937500,2.000000
21:24:19.035149,3.362486,-18.521484,2.000000
21:24:19.238927,3.196816,-16.708984,2.000000
21:24:19.443200,3.067962,-14.953125,2.000000
21:24:19.647538,3.153864,-13.650391,2.000000
21:24:19.852128,3.319534,-12.404297,2.000000
21:24:20.055988,3.325670,-11.214844,2.000000
21:24:20.259682,3.209088,-9.572266,2.000000
21:24:20.463588,3.110913,-7.873047,2.000000
21:24:20.667910,3.160000,-6.626953,2.000000
21:24:20.871916,3.270447,-5.607422,2.000000
21:24:21.075676,3.301127,-4.474609,2.000000
21:24:21.279456,3.209088,-3.341797,2.000000
21:24:21.483292,3.129321,-2.208984,2.000000
21:24:21.687757,3.123185,-2.039062,2.000000
21:24:21.891745,3.245903,-2.039062,2.000000
21:24:22.095769,3.325670,-2.039062,2.000000
21:24:22.299703,3.258175,-2.095703,2.000000
21:24:22.503702,3.202952,-2.095703,2.000000
21:24:22.707592,3.270447,-2.095703,2.000000
21:24:22.911564,3.276583,-2.208984,2.000000
21:24:23.115698,3.264311,-3.681641,2.000000
21:24:23.320113,3.307263,-6.060547,2.000000
21:24:23.523990,3.368622,-8.835938,2.000000
21:24:23.727764,3.423845,-12.177734,2.000000
21:24:23.931581,3.479068,-14.896484,2.000000
21:24:24.135508,3.491340,-17.162109,2.000000
21:24:24.339394,3.331806,-17.445312,2.000000
21:24:24.543121,3.184544,-17.388672,2.000000
21:24:24.747104,3.141593,-17.388672,2.000000
21:24:24.951503,3.209088,-17.388672,2.000000
21:24:25.155448,3.282719,-17.388672,2.000000
21:24:25.359181,3.258175,-17.388672,2.000000
21:24:25.563220,3.184544,-17.445312,2.000000
21:24:25.767602,3.160000,-17.388672,2.000000
21:24:25.971902,3.221360,-17.388672,2.000000
21:24:26.175822,3.270447,-17.388672,2.000000
21:24:26.379473,3.239767,-17.445312,2.000000
21:24:26.583204,3.184544,-17.388672,2.000000
21:24:26.787312,3.178408,-17.388672,2.000000
21:24:26.991191,3.227496,-17.388672,2.000000
21:24:27.195040,3.258175,-17.388672,2.000000
21:24:27.398920,3.233632,-17.445312,2.000000
21:24:27.602646,3.190680,-17.388672,2.000000
21:24:27.806773,3.196816,-17.445312,2.000000
21:24:28.010824,3.227496,-17.445312,2.000000
21:24:28.214705,3.239767,-17.388672,2.000000
21:24:28.418434,3.215224,-17.445312,2.000000
21:24:28.622173,3.196816,-17.445312,2.000000
21:24:28.827388,3.209088,-17.445312,2.000000
21:24:29.031949,3.227496,-17.388672,2.000000
21:24:29.235813,3.227496,-17.388672,2.000000
21:24:29.439567,3.215224,-17.388672,2.000000
21:24:29.643433,3.209088,-17.445312,2.000000
21:24:29.847229,3.221360,-17.388672,2.000000
21:24:30.051008,3.221360,-17.388672,2.000000
21:24:30.254897,3.221360,-17.445312,2.000000
21:24:30.460323,3.215224,-17.445312,2.000000
21:24:30.664998,3.215224,-17.445312,2.000000
21:24:30.868735,3.215224,-17.388672,2.000000
21:24:31.072555,3.221360,-17.388672,2.000000
21:24:31.278097,3.221360,-17.388672,2.000000
21:24:31.482317,3.215224,-17.388672,2.000000
21:24:31.686053,3.221360,-17.388672,2.000000
21:24:31.889814,3.215224,-17.445312,2.000000
21:24:32.094156,3.215224,-17.445312,2.000000
21:24:32.298057,3.215224,-17.445312,2.000000
21:24:32.501811,3.215224,-17.445312,2.000000
21:24:32.705567,3.209088,-17.558594,2.000000
21:24:32.909636,3.123185,-19.031250,2.000000
21:24:33.113681,3.129321,-20.957031,2.000000
21:24:33.317471,3.258175,-22.882812,2.000000
21:24:33.521209,3.331806,-24.808594,2.000000
21:24:33.725343,3.270447,-26.224609,2.000000
21:24:33.929347,3.135457,-27.414062,2.000000
21:24:34.133069,3.141593,-28.263672,2.000000
21:24:34.336813,3.270447,-28.830078,2.000000
21:24:34.540822,3.350214,-28.773438,2.000000
21:24:34.745675,3.368622,-27.074219,2.000000
21:24:34.949791,3.233632,-24.242188,2.000000
21:24:35.153530,3.061826,-21.353516,2.000000
21:24:35.357278,3.037282,-19.824219,2.000000
21:24:35.561108,3.209088,-18.748047,2.000000
21:24:35.765374,3.362486,-17.785156,2.000000
21:24:35.969290,3.301127,-16.935547,2.000000
21:24:36.173039,3.080233,-16.539062,2.000000
21:24:36.377081,3.049554,-16.425781,2.000000
21:24:36.580936,3.239767,-16.425781,2.000000
21:24:36.785009,3.380894,-16.425781,2.000000
21:24:36.988996,3.294991,-16.482422,2.000000
21:24:37.192991,3.104777,-16.425781,2.000000
21:24:37.396751,3.074097,-16.425781,2.000000
21:24:37.600523,3.239767,-16.425781,2.000000
21:24:37.804401,3.362486,-16.425781,2.000000
21:24:38.008162,3.276583,-16.425781,2.000000
21:24:38.212000,3.110913,-16.425781,2.000000
21:24:38.416104,3.098641,-16.425781,2.000000
21:24:38.619845,3.252039,-16.425781,2.000000
21:24:38.823609,3.344078,-16.425781,2.000000
21:24:39.027425,3.258175,-16.425781,2.000000
21:24:39.231822,3.117049,-16.425781,2.000000
21:24:39.435720,3.117049,-16.425781,2.000000
this is a test with speed 1
timestamp,angle(Radians),position(inches),speed(percentage)
21:26:03.992735,3.153864,-11.611328,1.000000
21:26:04.196730,3.086369,-11.611328,1.000000
21:26:04.400491,3.055690,-10.818359,1.000000
21:26:04.604225,3.055690,-9.968750,1.000000
21:26:04.807985,3.086369,-9.119141,1.000000
21:26:05.011982,3.110913,-8.269531,1.000000
21:26:05.215941,3.080233,-7.419922,1.000000
21:26:05.419661,3.043418,-6.683594,1.000000
21:26:05.623503,3.055690,-6.003906,1.000000
21:26:05.827343,3.104777,-5.097656,1.000000
21:26:06.032396,3.123185,-4.021484,1.000000
21:26:06.236582,3.086369,-2.548828,1.000000
21:26:06.440336,3.067962,-0.849609,1.000000
21:26:06.644314,3.098641,1.019531,1.000000
21:26:06.848124,3.110913,2.775391,1.000000
21:26:07.051824,3.067962,4.701172,1.000000
21:26:07.256424,3.055690,6.853516,1.000000
21:26:07.460299,3.049554,8.269531,1.000000
21:26:07.664164,3.055690,9.232422,1.000000
21:26:07.867919,3.086369,10.195312,1.000000
